source	target	source_genesymbol	target_genesymbol	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition
P00519	Q14847	ABL1	LASP1	True	True	True	True	False	True
Q14847	P00519	LASP1	ABL1	True	True	False	False	False	False
P00519	Q00987	ABL1	MDM2	True	True	True	True	False	True
Q16236	Q92887	NFE2L2	ABCC2	True	False	False	False	False	False
Q12778	P09923	FOXO1	ALPI	True	False	False	False	False	False
Q12778	O15123	FOXO1	ANGPT2	True	True	False	True	True	False
Q08050	P05556	FOXM1	ITGB1	True	False	False	False	False	False
Q08050	Q9UBC0	FOXM1	ONECUT1	True	False	False	False	False	False
Q08050	P35575	FOXM1	G6PC1	True	False	False	False	False	False
Q08050	P01100	FOXM1	FOS	True	True	False	True	True	False
Q08050	Q12946	FOXM1	FOXF1	True	False	False	False	False	False
P0DP91	P00519	ERCC6	ABL1	True	True	False	False	False	False
Q13315	P43243	ATM	MATR3	True	False	False	False	False	False
Q08050	P03372	FOXM1	ESR1	True	True	False	True	True	False
P04637	Q9NRM7	TP53	LATS2	True	True	False	True	True	False
Q08050	P22680	FOXM1	CYP7A1	True	False	False	False	False	False
P00519	P19447	ABL1	ERCC3	True	False	True	True	False	True
P00519	P0DP91	ABL1	ERCC6	True	True	False	True	True	False
P00519	Q03468	ABL1	ERCC6	True	True	False	True	True	False
Q03468	P00519	ERCC6	ABL1	True	True	False	False	False	False
P00519	P03372	ABL1	ESR1	True	True	False	True	True	False
P00519	P63244	ABL1	RACK1	True	True	False	True	True	False
P00519	P07203	ABL1	GPX1	True	True	False	True	True	False
O14965	Q9UD71	AURKA	PPP1R1B	True	False	True	True	False	True
Q08050	Q16363	FOXM1	LAMA4	True	True	False	True	True	False
P42684	P07203	ABL2	GPX1	True	True	False	True	True	False
Q08050	P24043	FOXM1	LAMA2	True	False	False	False	False	False
P00519	P62993	ABL1	GRB2	True	True	True	True	False	True
P62993	P00519	GRB2	ABL1	True	True	False	False	False	False
P01148	Q13554	GNRH1	CAMK2B	True	True	False	True	True	False
P00519	P14317	ABL1	HCLS1	True	True	False	True	True	False
P00519	Q9NRY4	ABL1	ARHGAP35	True	True	False	True	True	False
Q08050	P02686	FOXM1	MBP	True	False	False	False	False	False
P01100	P01215	FOS	CGA	True	True	False	True	True	False
Q08050	P49450	FOXM1	CENPA	True	True	False	True	True	False
O14965	Q96IF1	AURKA	AJUBA	True	True	False	True	True	False
P00519	Q8N8S7	ABL1	ENAH	True	True	False	True	True	False
Q08050	P07199	FOXM1	CENPB	True	True	False	True	True	False
O14965	O75410	AURKA	TACC1	True	True	False	True	True	False
P00519	P00533	ABL1	EGFR	True	True	False	True	True	False
Q08050	P61024	FOXM1	CKS1B	True	True	False	True	True	False
O14965	P52732	AURKA	KIF11	True	True	False	True	True	False
P00519	P50570	ABL1	DNM2	True	True	False	True	True	False
O14965	Q9BZB8	AURKA	CPEB1	True	True	False	True	True	False
P00519	Q92466	ABL1	DDB2	True	False	True	True	False	True
P42684	Q16643	ABL2	DBN1	True	False	False	False	False	False
P42684	Q14247	ABL2	CTTN	True	True	False	True	True	False
Q96GD4	Q9NQS7	AURKB	INCENP	True	True	False	True	True	False
Q9NQS7	Q96GD4	INCENP	AURKB	True	True	False	False	False	False
P00519	Q14247	ABL1	CTTN	True	True	False	True	True	False
Q08050	P30279	FOXM1	CCND2	True	False	False	False	False	False
P06493	Q08050	CDK1	FOXM1	True	True	False	True	True	False
Q08050	P06493	FOXM1	CDK1	True	True	False	False	False	False
O14965	Q9ULW0	AURKA	TPX2	True	True	False	True	True	False
Q9ULW0	O14965	TPX2	AURKA	True	True	False	False	False	False
Q08050	P38936	FOXM1	CDKN1A	True	False	False	False	False	False
Q08050	P46527	FOXM1	CDKN1B	True	False	False	False	False	False
O14965	Q49MG5	AURKA	MAP9	True	True	False	True	True	False
Q08050	Q99626	FOXM1	CDX2	True	False	False	False	False	False
Q15303	O75081	ERBB4	CBFA2T3	True	False	True	True	False	True
P30968	P35222	GNRHR	CTNNB1	True	True	False	True	True	False
P16220	P19883	CREB1	FST	True	True	False	True	True	False
P42684	P29323	ABL2	EPHB2	True	False	False	False	False	False
P00519	P06733	ABL1	ENO1	True	False	False	False	False	False
P00519	P29323	ABL1	EPHB2	True	True	True	True	True	False
P29323	P00519	EPHB2	ABL1	True	True	False	False	False	False
Q08050	P35226	FOXM1	BMI1	True	True	False	True	True	False
Q05655	Q15717	PRKCD	ELAVL1	True	True	False	True	True	False
P00519	P15391	ABL1	CD19	True	True	False	True	True	False
Q08050	P51587	FOXM1	BRCA2	True	True	False	True	True	False
Q15717	P35225	ELAVL1	IL13	True	True	False	True	True	False
P00519	P22681	ABL1	CBL	True	True	True	True	True	False
P22681	P00519	CBL	ABL1	True	True	True	False	False	False
Q08050	O15392	FOXM1	BIRC5	True	True	True	True	True	False
Q15303	P03372	ERBB4	ESR1	True	True	False	True	True	False
P00519	P11230	ABL1	CHRNB1	True	True	False	True	True	False
Q08050	P24385	FOXM1	CCND1	True	True	False	True	True	False
P03372	P48061	ESR1	CXCL12	True	True	False	True	True	False
P00519	Q9UKY7	ABL1	CDV3	True	False	False	False	False	False
P03372	P06401	ESR1	PGR	True	True	False	False	False	False
P06401	P03372	PGR	ESR1	True	True	True	True	True	False
P00519	Q03135	ABL1	CAV1	True	True	False	True	True	False
Q03135	P00519	CAV1	ABL1	True	True	False	False	False	False
P42684	P04040	ABL2	CAT	True	True	False	True	True	False
Q15303	Q16611	ERBB4	BAK1	True	True	False	True	True	False
Q99856	P01742	ARID3A	IGHV1-69	True	False	False	False	False	False
P03372	P06850	ESR1	CRH	True	True	False	True	True	False
P01112	P29353	HRAS	SHC1	True	True	False	True	True	False
P03372	P22466	ESR1	GAL	True	False	False	False	False	False
P04049	Q13043	RAF1	STK4	True	False	True	True	False	True
Q9UBN7	Q15717	HDAC6	ELAVL1	True	False	True	True	False	True
P30968	Q02410	GNRHR	APBA1	True	True	False	True	True	False
Q92731	P01178	ESR2	OXT	True	False	False	False	False	False
P30968	P60880	GNRHR	SNAP25	True	True	False	True	True	False
P03372	P01178	ESR1	OXT	True	False	False	False	False	False
Q15717	P28562	ELAVL1	DUSP1	True	True	False	True	True	False
P01148	Q9UQM7	GNRH1	CAMK2A	True	True	False	True	True	False
P03372	Q4ZG55	ESR1	GREB1	True	True	False	True	True	False
Q15717	Q96RU7	ELAVL1	TRIB3	True	True	False	True	True	False
Q02156	P51828	PRKCE	ADCY7	True	True	False	True	True	False
Q05655	P51828	PRKCD	ADCY7	True	True	False	True	True	False
P00519	P46108	ABL1	CRK	True	True	True	True	False	True
P46108	P00519	CRK	ABL1	True	True	False	False	False	False
P00519	P46109	ABL1	CRKL	True	True	True	True	True	False
Q15717	P04626	ELAVL1	ERBB2	True	True	False	True	True	False
P46109	P00519	CRKL	ABL1	True	True	False	False	False	False
P00519	P35222	ABL1	CTNNB1	True	True	True	True	True	True
Q13315	Q92878	ATM	RAD50	True	True	False	True	True	False
Q92878	Q13315	RAD50	ATM	True	True	False	False	False	False
P00519	O60716	ABL1	CTNND1	True	True	False	True	True	False
Q99856	P01764	ARID3A	IGHV3-23	True	False	False	False	False	False
Q15717	P10145	ELAVL1	CXCL8	True	True	False	True	True	False
Q15717	P15692	ELAVL1	VEGFA	True	True	False	True	True	False
Q15717	P35354	ELAVL1	PTGS2	True	True	False	True	True	False
Q15717	P38398	ELAVL1	BRCA1	True	False	True	True	False	True
P58012	Q8IU54	FOXL2	IFNL1	True	True	False	True	True	False
P58012	P16619	FOXL2	CCL3L1	True	True	False	True	True	False
P12931	P61978	SRC	HNRNPK	True	True	True	True	True	False
P58012	P21580	FOXL2	TNFAIP3	True	True	False	True	True	False
P61978	P12931	HNRNPK	SRC	True	True	False	False	False	False
P15336	Q8TDY2	ATF2	RB1CC1	True	False	False	False	False	False
P58012	P46695	FOXL2	IER3	True	True	False	True	True	False
P58012	O95992	FOXL2	CH25H	True	True	False	True	True	False
P58012	Q9UBK2	FOXL2	PPARGC1A	True	True	False	True	True	False
P58012	Q96EB6	FOXL2	SIRT1	True	True	False	True	True	False
Q96EB6	P58012	SIRT1	FOXL2	True	False	True	False	False	False
P08047	Q969G2	SP1	LHX4	True	True	False	True	True	False
P67870	P30291	CSNK2B	WEE1	True	True	True	True	True	True
P58012	P04179	FOXL2	SOD2	True	True	False	True	True	False
COMPLEX:P15927_P27694_P35244	Q9NS91	RPA1_RPA2_RPA3	RAD18	True	True	False	True	True	False
P58012	P49675	FOXL2	STAR	True	False	False	False	False	False
Q9UNS1	Q13315	TIMELESS	ATM	True	True	False	True	True	False
COMPLEX:P20248_P24941	Q08050	CCNA2_CDK2	FOXM1	True	True	False	True	True	False
P58012	P78556	FOXL2	CCL20	True	True	False	True	True	False
P58012	P35354	FOXL2	PTGS2	True	True	False	True	True	False
P08047	Q14676	SP1	MDC1	True	True	False	True	True	False
Q96EP1	P53350	CHFR	PLK1	True	False	True	True	False	True
P58012	P10147	FOXL2	CCL3	True	True	False	True	True	False
P58012	P19876	FOXL2	CXCL3	True	True	False	True	True	False
P58012	P20809	FOXL2	IL11	True	True	False	True	True	False
P58012	O00482	FOXL2	NR5A2	True	True	False	True	True	False
Q13043	O43524	STK4	FOXO3	True	True	False	True	True	False
P58012	P19875	FOXL2	CXCL2	True	True	False	True	True	False
Q13315	Q92547	ATM	TOPBP1	True	True	False	True	True	False
Q03164	P31268	KMT2A	HOXA7	True	True	False	True	True	False
Q03164	O00470	KMT2A	MEIS1	True	True	False	True	True	False
Q03164	Q99958	KMT2A	FOXC2	True	True	False	True	True	False
Q03164	P49639	KMT2A	HOXA1	True	True	False	True	True	False
P08047	O95600	SP1	KLF8	True	True	False	True	True	False
Q03164	Q12948	KMT2A	FOXC1	True	True	False	True	True	False
Q03164	P01106	KMT2A	MYC	True	True	False	True	True	False
P08047	Q9UL17	SP1	TBX21	True	True	False	True	True	False
P08047	P98161	SP1	PKD1	True	True	False	True	True	False
P08047	Q96FL8	SP1	SLC47A1	True	True	False	True	True	False
P08047	O95391	SP1	SLU7	True	True	False	True	True	False
P58012	P03971	FOXL2	AMH	True	False	True	True	False	True
P08047	Q02742	SP1	GCNT1	True	True	False	True	True	False
COMPLEX:P27540_Q16665	Q07820	ARNT_HIF1A	MCL1	True	False	False	False	False	False
P58012	P05093	FOXL2	CYP17A1	True	True	False	True	True	False
Q15717	Q00987	ELAVL1	MDM2	True	True	False	True	True	False
Q15717	P06730	ELAVL1	EIF4E	True	True	False	True	True	False
P58012	Q16548	FOXL2	BCL2A1	True	True	False	True	True	False
P58012	P18847	FOXL2	ATF3	True	True	False	True	True	False
P58012	P01225	FOXL2	FSHB	True	True	False	True	True	False
P58012	P01100	FOXL2	FOS	True	True	False	True	True	False
P58012	P11511	FOXL2	CYP19A1	True	True	False	True	True	False
P62140	Q13263	PPP1CB	TRIM28	True	True	False	True	True	False
Q03164	P31273	KMT2A	HOXC8	True	True	False	True	True	False
Q03164	P31269	KMT2A	HOXA9	True	True	False	True	True	False
P08047	Q9ULW8	SP1	PADI3	True	True	False	True	True	False
P23511	Q9ULW8	NFYA	PADI3	True	True	False	True	True	False
COMPLEX:P10276_P19793	O15438	RARA_RXRA	ABCC3	True	False	True	True	False	True
Q02447	Q92819	SP3	HAS2	True	True	False	True	True	False
P08047	P35520	SP1	CBS	True	True	False	True	True	False
COMPLEX:P27540_Q16665	P29474	ARNT_HIF1A	NOS3	True	False	False	False	False	False
P08047	P07225	SP1	PROS1	True	True	False	True	True	False
COMPLEX:P27540_Q16665	Q9GZT9	ARNT_HIF1A	EGLN1	True	False	False	False	False	False
P08047	Q92819	SP1	HAS2	True	True	False	True	True	False
COMPLEX:P27540_Q16665	P61073	ARNT_HIF1A	CXCR4	True	False	False	False	False	False
P08047	P22888	SP1	LHCGR	True	True	False	True	True	False
COMPLEX:P27540_Q16665	Q02363	ARNT_HIF1A	ID2	True	False	False	False	False	False
COMPLEX:P27540_Q16665	Q12983	ARNT_HIF1A	BNIP3	True	False	False	False	False	False
P60484	P08047	PTEN	SP1	True	False	True	True	False	True
COMPLEX:P27540_Q16665	Q07654	ARNT_HIF1A	TFF3	True	False	False	False	False	False
P08047	P10620	SP1	MGST1	True	True	False	True	True	False
COMPLEX:P27540_Q16665	Q9H6Z9	ARNT_HIF1A	EGLN3	True	False	False	False	False	False
O15350	P14635	TP73	CCNB1	True	False	True	True	False	True
Q9UK53	P14635	ING1	CCNB1	True	False	True	True	False	True
P08047	P14635	SP1	CCNB1	True	False	True	True	False	True
Q9UK53	Q13547	ING1	HDAC1	True	True	False	True	True	False
Q16539	Q16236	MAPK14	NFE2L2	True	False	True	True	False	True
Q9H160	Q13547	ING2	HDAC1	True	True	False	True	True	False
Q15910	P38398	EZH2	BRCA1	True	True	True	True	False	True
COMPLEX:P27540_Q16665	P53041	ARNT_HIF1A	PPP5C	True	False	False	False	False	False
Q15910	P07550	EZH2	ADRB2	True	False	True	True	False	True
COMPLEX:O95619_O96019_P25440_P68133_Q15906_Q92993_Q96L91_Q96Q83_Q9H0E9_Q9H2F5_Q9NPF5_Q9NV56_Q9NXR8_Q9UBU8_Q9Y230_Q9Y265_Q9Y4A5	P17480	ACTA1_ACTL6A_ALKBH3_BRD2_BRD8_DMAP1_EP400_EPC1_ING3_KAT5_MORF4L1_MRGBP_RUVBL1_RUVBL2_TRRAP_VPS72_YEATS4	UBTF	True	True	False	True	True	False
COMPLEX:P27540_Q16665	P14625	ARNT_HIF1A	HSP90B1	True	False	False	False	False	False
O15392	Q96GD4	BIRC5	AURKB	True	True	False	False	False	False
Q96GD4	O15392	AURKB	BIRC5	True	False	True	True	False	True
P08047	P29474	SP1	NOS3	True	True	False	True	True	False
P08047	Q12882	SP1	DPYD	True	True	False	True	True	False
P51955	Q9BV73	NEK2	CEP250	True	True	True	True	True	False
P51955	P35222	NEK2	CTNNB1	True	True	True	True	True	False
Q15910	P49918	EZH2	CDKN1C	True	False	True	True	False	True
Q6FI27	Q16236	Q6FI27	NFE2L2	True	False	True	True	False	True
COMPLEX:P27540_Q16665	P41159	ARNT_HIF1A	LEP	True	False	False	False	False	False
COMPLEX:P27540_Q16665	P10600	ARNT_HIF1A	TGFB3	True	False	False	False	False	False
COMPLEX:P27540_Q16665	Q99967	ARNT_HIF1A	CITED2	True	False	False	False	False	False
P08047	P98194	SP1	ATP2C1	True	True	False	True	True	False
COMPLEX:P27540_Q16665	P17813	ARNT_HIF1A	ENG	True	False	False	False	False	False
P08047	Q01959	SP1	SLC6A3	True	True	False	True	True	False
Q08117	P56279	TLE5	TCL1A	True	True	False	True	True	False
P08047	O15438	SP1	ABCC3	True	True	False	True	True	False
P01106	P02786	MYC	TFRC	True	True	False	True	True	False
P01106	P11926	MYC	ODC1	True	True	False	True	True	False
P01106	Q14186	MYC	TFDP1	True	True	False	True	True	False
Q15910	Q8N726	EZH2	CDKN2A	True	False	True	True	False	True
Q15910	P42771	EZH2	CDKN2A	True	False	True	True	False	True
P01106	P10809	MYC	HSPD1	True	True	False	True	True	False
Q15910	P42772	EZH2	CDKN2B	True	False	True	True	False	True
Q15910	P12830	EZH2	CDH1	True	False	True	True	False	True
COMPLEX:O60264_Q9UIF9	Q13547	BAZ2A_SMARCA5	HDAC1	True	True	False	True	True	False
Q96GD4	Q02241	AURKB	KIF23	True	True	False	True	True	False
Q96GD4	Q9H0H5	AURKB	RACGAP1	True	True	False	True	True	False
Q96GD4	P08670	AURKB	VIM	True	False	True	True	False	True
Q96GD4	O95072	AURKB	REC8	True	False	True	True	False	True
P23443	P17480	RPS6KB1	UBTF	True	True	False	True	True	False
P51955	Q8NG66	NEK2	NEK11	True	True	False	True	True	False
Q96GD4	Q99661	AURKB	KIF2C	True	True	True	True	True	False
Q96GD4	P17661	AURKB	DES	True	True	True	True	True	False
Q96GD4	P14136	AURKB	GFAP	True	True	True	True	True	False
P62913	P01106	RPL11	MYC	True	False	True	True	False	True
P00519	Q9Y6W5	ABL1	WASF2	True	True	False	True	True	False
P00519	P07437	ABL1	TUBB	True	False	False	False	False	False
P04637	P57723	TP53	PCBP4	True	True	False	True	True	False
P04637	O15492	TP53	RGS16	True	True	False	True	True	False
Q8WTS6	P03372	SETD7	ESR1	True	True	False	True	True	False
P00519	Q9UPY6	ABL1	WASF3	True	True	False	True	True	False
P00519	Q15642	ABL1	TRIP10	True	True	False	True	True	False
P12931	P42336	SRC	PIK3CA	True	True	False	True	True	False
P42336	P12931	PIK3CA	SRC	True	True	False	False	False	False
P00519	O15056	ABL1	SYNJ2	True	True	False	True	True	False
P00519	P68366	ABL1	TUBA4A	True	False	False	False	False	False
P08253	P00533	MMP2	EGFR	True	True	False	True	True	False
P00519	P50607	ABL1	TUB	True	True	False	True	True	False
P08047	P13501	SP1	CCL5	True	True	False	True	True	False
P00519	P51692	ABL1	STAT5B	True	True	False	True	True	False
P00519	P61764	ABL1	STXBP1	True	False	False	False	False	False
P00519	P42226	ABL1	STAT6	True	True	False	True	True	False
O95251	P49736	KAT7	MCM2	True	True	False	True	True	False
Q9H7B4	P17948	SMYD3	FLT1	True	True	False	True	True	False
COMPLEX:O95619_O96019_P25440_P68133_Q15906_Q92993_Q96L91_Q96Q83_Q9H0E9_Q9H2F5_Q9NPF5_Q9NV56_Q9NXR8_Q9UBU8_Q9Y230_Q9Y265_Q9Y4A5	P04637	ACTA1_ACTL6A_ALKBH3_BRD2_BRD8_DMAP1_EP400_EPC1_ING3_KAT5_MORF4L1_MRGBP_RUVBL1_RUVBL2_TRRAP_VPS72_YEATS4	TP53	True	True	False	True	True	False
P00519	P42229	ABL1	STAT5A	True	True	False	True	True	False
P00519	P40763	ABL1	STAT3	True	True	False	True	True	False
P00519	Q07889	ABL1	SOS1	True	True	False	True	True	False
P00519	O60504	ABL1	SORBS3	True	True	False	True	True	False
P42684	O94875	ABL2	SORBS2	True	True	False	True	True	False
O94875	P00519	SORBS2	ABL1	True	True	False	False	False	False
P04637	Q8N3C0	TP53	ASCC3	True	False	False	False	False	False
P00519	O94875	ABL1	SORBS2	True	True	False	True	True	False
P12931	Q9BX66	SRC	SORBS1	True	True	False	True	True	False
P00519	Q9BX66	ABL1	SORBS1	True	True	False	True	True	False
P42684	O15304	ABL2	SIVA1	True	True	False	True	True	False
P00519	Q5VZ18	ABL1	SHE	True	False	False	False	False	False
Q13671	P42684	RIN1	ABL2	True	True	False	False	False	False
Q13315	Q9UQ84	ATM	EXO1	True	True	True	True	False	True
Q07869	P05413	PPARA	FABP3	True	True	False	True	True	False
Q07869	P15090	PPARA	FABP4	True	True	False	True	True	False
Q07869	Q15067	PPARA	ACOX1	True	True	True	True	True	False
P37231	P24557	PPARG	TBXAS1	True	False	True	True	False	True
P37231	P35228	PPARG	NOS2	True	False	True	True	False	True
P42684	Q13671	ABL2	RIN1	True	True	False	True	True	False
Q86X55	P37231	CARM1	PPARG	True	True	False	True	True	False
P00519	P29353	ABL1	SHC1	True	True	False	True	True	False
P29353	P00519	SHC1	ABL1	True	True	False	False	False	False
P00519	Q9Y6N7	ABL1	ROBO1	True	True	True	True	False	True
P00519	Q96IW2	ABL1	SHD	True	False	False	False	False	False
P08047	P07864	SP1	LDHC	True	True	False	True	True	False
O43156	P42345	TTI1	MTOR	True	True	False	True	True	False
P08047	Q96BI1	SP1	SLC67A1	True	True	False	True	True	False
P08047	P04156	SP1	PRNP	True	True	False	True	True	False
P08047	F7VJQ1	SP1	PRNP	True	True	False	True	True	False
P04637	Q9UI32	TP53	GLS2	True	False	False	False	False	False
P16220	P07864	CREB1	LDHC	True	True	False	True	True	False
P00519	Q70E73	ABL1	RAPH1	True	True	False	True	True	False
P20036	Q99538	HLA-DPA1	LGMN	True	False	False	False	False	False
P00519	P06400	ABL1	RB1	True	False	True	True	False	True
P06400	P00519	RB1	ABL1	True	True	True	False	False	False
P08047	P15692	SP1	VEGFA	True	True	False	True	True	False
P42684	Q70E73	ABL2	RAPH1	True	True	False	True	True	False
Q7Z401	Q9NPI1	DENND4A	BRD7	True	False	True	True	False	True
P00519	Q13671	ABL1	RIN1	True	True	False	True	True	False
Q13671	P00519	RIN1	ABL1	True	True	False	False	False	False
P08047	O15392	SP1	BIRC5	True	True	False	True	True	False
P08047	P15311	SP1	EZR	True	True	False	True	True	False
P08047	Q9H3F6	SP1	KCTD10	True	True	False	True	True	False
COMPLEX:O43741_P54619_P54646_Q13131_Q9UGI9_Q9UGJ0_Q9Y478	O75385	PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3	ULK1	True	True	False	True	True	False
O75385	COMPLEX:O43741_P54619_P54646_Q13131_Q9UGI9_Q9UGJ0_Q9Y478	ULK1	PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3	True	False	True	False	False	False
Q9H063	P20226	MAF1	TBP	True	False	True	True	False	True
Q15717	P07333	ELAVL1	CSF1R	True	True	False	True	True	False
P00519	P43351	ABL1	RAD52	True	True	False	True	True	False
P62913	Q00987	RPL11	MDM2	True	False	True	True	False	True
P04637	Q53FA7	TP53	TP53I3	True	True	False	True	True	False
P04637	O14763	TP53	TNFRSF10B	True	True	False	True	True	False
P42345	O15164	MTOR	TRIM24	True	True	False	True	True	False
P01106	P60842	MYC	EIF4A1	True	True	False	True	True	False
Q96C10	Q14653	DHX58	IRF3	True	False	True	True	False	True
P00519	Q99638	ABL1	RAD9A	True	True	True	True	False	True
P04637	Q01831	TP53	XPC	True	True	False	True	True	False
Q96EB6	Q15573	SIRT1	TAF1A	True	False	True	True	False	True
P00519	P49023	ABL1	PXN	True	True	False	True	True	False
P49023	P00519	PXN	ABL1	True	True	False	False	False	False
P04637	Q99988	TP53	GDF15	True	True	False	True	True	False
P00519	Q13905	ABL1	RAPGEF1	True	True	False	True	True	False
Q15796	P08047	SMAD2	SP1	True	True	False	True	True	False
P08047	P02452	SP1	COL1A1	True	True	False	True	True	False
P04637	O60673	TP53	REV3L	True	True	False	True	True	False
P08047	P78536	SP1	ADAM17	True	True	False	True	True	False
P04637	O15460	TP53	P4HA2	True	True	False	True	True	False
P01106	Q04637	MYC	EIF4G1	True	True	False	True	True	False
Q96C10	Q92985	DHX58	IRF7	True	False	True	True	False	True
P00519	Q06124	ABL1	PTPN11	True	True	False	True	True	False
P04637	Q13489	TP53	BIRC3	True	False	True	True	False	True
P00519	P29350	ABL1	PTPN6	True	True	False	True	True	False
P29350	P00519	PTPN6	ABL1	True	True	False	False	False	False
P04637	Q02363	TP53	ID2	True	True	False	True	True	False
O43586	P00519	PSTPIP1	ABL1	True	True	True	False	False	False
P00519	O43586	ABL1	PSTPIP1	True	True	False	True	True	False
P04637	Q9UBN6	TP53	TNFRSF10D	True	True	False	True	True	False
P10275	P07108	AR	DBI	True	True	False	True	True	False
P10275	P02795	AR	MT2A	True	True	False	True	True	False
P10275	Q13794	AR	PMAIP1	True	True	False	True	True	False
P10275	P05412	AR	JUN	True	True	False	True	True	False
P04233	Q99538	CD74	LGMN	True	False	False	False	False	False
P10275	P52788	AR	SMS	True	True	False	True	True	False
P10275	P37088	AR	SCNN1A	True	True	False	True	True	False
P10275	P16118	AR	PFKFB1	True	True	False	True	True	False
P10275	P07451	AR	CA3	True	True	False	True	True	False
P10275	P05783	AR	KRT18	True	True	False	True	True	False
P10275	P20711	AR	DDC	True	True	False	True	True	False
P28482	P06493	MAPK1	CDK1	True	False	True	True	False	True
P49841	P06493	GSK3B	CDK1	True	False	True	True	False	True
P12931	P10275	SRC	AR	True	True	False	True	True	False
COMPLEX:P62877_P63208_Q13616_Q969H0	P46531	CUL1_FBXW7_RBX1_SKP1	NOTCH1	True	False	True	True	False	True
P24864	P24941	CCNE1	CDK2	True	True	False	False	False	False
P24941	P24864	CDK2	CCNE1	True	False	True	True	False	True
P49841	P24864	GSK3B	CCNE1	True	True	True	True	False	True
P06493	Q99640	CDK1	PKMYT1	True	False	True	False	False	False
Q99640	P06493	PKMYT1	CDK1	True	False	True	True	False	True
P46736	P06899	BRCC3	H2BC11	True	False	True	True	False	True
P46736	P0C0S5	BRCC3	H2AZ1	True	False	True	True	False	True
Q06587	P0C0S5	RING1	H2AZ1	True	False	True	True	False	True
P10275	P20142	AR	PGC	True	True	False	True	True	False
Q15303	Q9Y2D9	ERBB4	ZNF652	True	False	True	True	False	True
P03372	P24385	ESR1	CCND1	True	True	False	True	True	False
P03372	P01106	ESR1	MYC	True	True	False	True	True	False
P03372	O00559	ESR1	EBAG9	True	True	True	True	True	False
P03372	P04155	ESR1	TFF1	True	True	False	True	True	False
P03372	Q16352	ESR1	INA	True	True	False	True	True	False
P03372	P17861	ESR1	XBP1	True	True	False	True	True	False
P03372	Q5T9C2	ESR1	EEIG1	True	True	False	True	True	False
P03372	P05787	ESR1	KRT8	True	True	False	True	True	False
P03372	P11142	ESR1	HSPA8	True	True	False	True	True	False
P03372	P15531	ESR1	NME1	True	True	False	True	True	False
P03372	P10809	ESR1	HSPD1	True	True	False	True	True	False
P03372	P11166	ESR1	SLC2A1	True	True	False	True	True	False
P03372	P15291	ESR1	B4GALT1	True	True	False	True	True	False
P03372	P22692	ESR1	IGFBP4	True	True	False	True	True	False
P03372	Q8WUA8	ESR1	TSKU	True	True	False	True	True	False
P03372	P23771	ESR1	GATA3	True	True	False	True	True	False
P03372	P07339	ESR1	CTSD	True	True	False	True	True	False
P00533	P42229	EGFR	STAT5A	True	True	False	True	True	False
P00533	P24385	EGFR	CCND1	True	True	False	True	True	False
P40763	P35228	STAT3	NOS2	True	True	False	True	True	False
P42229	O14965	STAT5A	AURKA	True	True	False	True	True	False
Q15303	P42229	ERBB4	STAT5A	True	True	False	True	True	False
Q16082	P45983	HSPB2	MAPK8	True	False	True	True	False	True
P42229	P05814	STAT5A	CSN2	True	True	False	True	True	False
P04626	P35354	ERBB2	PTGS2	True	True	False	True	True	False
P00533	Q01094	EGFR	E2F1	True	True	False	True	True	False
Q01094	P10244	E2F1	MYBL2	True	True	True	True	False	True
COMPLEX:O75081_Q9Y2D9	Q99081	CBFA2T3_ZNF652	TCF12	True	False	True	True	False	True
P00533	P12004	EGFR	PCNA	True	True	False	True	True	False
P00533	P78527	EGFR	PRKDC	True	True	False	True	True	False
P04626	P06493	ERBB2	CDK1	True	False	True	True	False	True
Q15303	Q00987	ERBB4	MDM2	True	True	True	True	False	True
Q14258	Q9BYX4	TRIM25	IFIH1	True	True	False	True	True	False
P21580	Q9UHD2	TNFAIP3	TBK1	True	False	True	True	False	True
Q14258	O95786	TRIM25	RIGI	True	True	False	True	True	False
P21580	Q14164	TNFAIP3	IKBKE	True	False	True	True	False	True
P31749	Q92574	AKT1	TSC1	True	True	True	True	False	True
P37173	Q15796	TGFBR2	SMAD2	True	True	False	True	True	False
P36897	P84022	TGFBR1	SMAD3	True	True	True	True	True	False
P36897	Q15796	TGFBR1	SMAD2	True	True	True	True	True	False
P31749	P84022	AKT1	SMAD3	True	True	True	True	True	False
P37173	P84022	TGFBR2	SMAD3	True	True	False	True	True	False
P40763	P07900	STAT3	HSP90AA1	True	True	False	True	True	False
O95835	P46937	LATS1	YAP1	True	True	True	True	True	False
Q13188	Q9NRM7	STK3	LATS2	True	True	False	True	True	False
P07900	P31749	HSP90AA1	AKT1	True	True	True	True	True	False
P07900	P04049	HSP90AA1	RAF1	True	True	False	True	True	False
Q9NS23	Q13188	RASSF1	STK3	True	True	False	True	True	False
Q13188	O95835	STK3	LATS1	True	True	False	True	True	False
P07900	P15172	HSP90AA1	MYOD1	True	True	False	True	True	False
Q30154	Q9UBX1	HLA-DRB5	CTSF	True	False	False	False	False	False
P12931	Q03135	SRC	CAV1	True	True	True	True	True	False
Q03135	P12931	CAV1	SRC	True	True	False	False	False	False
